'icao24','timestamp','acars','adsb','built','categoryDescription','country','engines','firstFlightDate','firstSeen','icaoAircraftClass','lineNumber','manufacturerIcao','manufacturerName','model','modes','nextReg','notes','operator','operatorCallsign','operatorIata','operatorIcao','owner','prevReg','regUntil','registered','registration','selCal','serialNumber','status','typecode','vdl'
'424138','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Jet Aviation Business Jets (hk) Ltd,'',,,VP-CWQ,'','9501','',GL5T,0
'42413b','2017-03-13 00:00:09',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Tag Aviation Asia,'',,,VP-CJC,'','9532','',GLEX,0
'42414c','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Close Air Ltd,'',,,VP-COP,'','5552','',CL64,0
'42414f','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Tag Aviation Asia,'',,,VP-CHL,'','9391','',GLEX,0
'424152','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Arven Ltd,'',,,VP-CDV,'','20140','',CL30,0
'424154','2016-12-27 09:55:49',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Europ Star Aircraft Gmbh,'',,,VP-CBM,'','9394','',GLEX,0
'424158','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Metrojet,METROJET,'',MTJ,Metrojet Ltd,'',,,VP-CWN,'','9321','',GL5T,0
'424175','2017-02-01 00:11:44',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 601 3R,0,'','','','','','',Luk-avia Inc,'',,,VP-CLZ,'','5193','',CL60,0
'424179','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Aprilia Holdings Inc,'',,,VP-CSB,'','9263','',GL5T,0
'424180','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Execujet Europe Ag,'',,,VP-CNY,'','9270','',GLEX,0
'42418f','2017-07-20 00:33:59',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','',Jet Aviation Business Jets,BIZFLEET,'',BZF,Jet Aviation Business Jets Ag,'',,,VP-CPT,'','9509','',GLEX,0
'42419c','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Hk Bellawings,'',,,VP-CCE,'','5622','',CL64,0
'4241a6','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Deutsche Vermoegensberatung Ag,'',,,VP-CPF,'','20256','',CL30,0
'4241a7','2017-05-28 18:59:27',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','','','','',Ftc Consulting Ltd,'',,,VP-CON,'','8083','',CRJ2,0
'4241b1','2017-02-10 10:09:54',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','',Rusjet,'','',RSJ,Rusjet,'',,,VP-CKR,'','9310','',GLEX,0
'4241b3','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Jet Aviation Business Jets (hk) Ltd,'',,,VP-CLJ,'','5776','',CL65,0
'4241b6','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','',Southern Air,SOUTHERN AIR,'',SOO,Southern Air,'',,,VP-CNA,'','9341','',GLEX,0
'4241b9','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Golden Medal Ltd,'',,,VP-CGM,'','9372','',GL5T,0
'4241c2','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Saudi Bin Laden Group,'',,,VP-CYT,'','9361','',GLEX,0
'4241ca','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Wings Of Grace Ltd,'',,,VP-CEO,'','9416','',GLEX,0
'4241cf','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Tag Aviation Asia,'',,,VP-CKM,'','9445','',GL5T,0
'4241dc','2017-07-04 10:29:34',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','','604 Air Ltd','',,,VP-CUP,'','5403','',CL60,0
'4241e0','2017-04-19 19:42:35',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','',Metrojet,METROJET,'',MTJ,Metrojet Ltd,'',,,VP-CCK,'','9115','',GLEX,0
'4241e8','2016-07-31 17:14:53',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Tag Aviation Asia,'',,,VP-CZL,'','9540','',GLEX,0
'4241ec','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','',Arab Wings,ARAB WINGS,'',AWS,Arab Wings Ltd,'',,,VP-CRK,'','5362','',CL64,0
'424243','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Viking Aviation Ltd,'',,,VP-BGO,'','5851','',CL65,0
'42424f','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Jet Aviation Business Jets,BIZFLEET,'',BZF,Jet Aviation Business Jets Ag,'',,,VP-BJN,'','9273','',GL5T,0
'424252','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 605,0,'','','',EAVA,'',EAV,Elitavia,'',,,VP-BGM,'','5748','',CL65,0
'424272','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','',Corporate Airlink,CORPORATE,'',COO,Corporate,'',,,VP-BBK,'','9122','',GLEX,0
'424274','2016-10-09 00:42:15',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','',Rusjet,'','',RSJ,Rusjet,'',,,VP-BEB,'','9369','',GLEX,0
'4242e4','2017-07-04 09:49:46',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Millenium Symphony Ltd,'',,,VP-BVM,'','9512','',GLEX,0
'4242f0','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Westbury Jet Ltd,'',,,VP-BMG,'','9575','',GL5T,0
'4242fb','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','',Execujet Middle East,MIDJET,'',EJO,Execujet Middle East,'',,,VP-BSG,'','9204','',GL5T,0
'4242fe','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','',Corporate Airlink,CORPORATE,'',COO,Corporate,'',,,VP-BCY,'','9666','',GL5T,0
'4242ff','2017-10-13 14:57:53',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Execujet Middle East,MIDJET,'',EJO,Execujet Middle East,'',,,VP-BGS,'','9681','',GL5T,0
'42430d','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Tag Aviation Asia,'',,,VP-BLQ,'','9715','',GL5T,0
'4243c5','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Corporate Airlink,CORPORATE,'',COO,Corporate,'',,,VQ-BMM,'','9198','',GL5T,0
'4243ce','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Execujet Aviation,'',,,VQ-BZB,'','9253','',GLEX,0
'4243cf','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Zeeland Aviation Corp,'',,,VQ-BUX,'','5393','',CL64,0
'4243f9','2017-04-18 03:58:09',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Jet Aviation Business Jets (hk) Ltd,'',,,VQ-BCC,'','9646','',GLEX,0
'424405','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Jetcapital Aviation,'',,,VQ-BEB,'','9739','',GL6T,0
'424468','2021-12-29 12:49:26',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','','','','','','','',,,VQ-BOK,'','70017','',GL7T,0
'424572','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Execujet South Africa,'',,,VQ-BRZ,'','5350','',CL64,0
'424654','2021-12-28 21:01:08',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','','','','','','','',,,VP-BAT,'','70070','',GL7T,0
'42474f','2017-08-03 16:31:43',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Tag Aviation Asia,'',,,VP-CAF,'','9686','',GLEX,0
'424750','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Europ Star Aircraft Gmbh,'',,,VP-CBF,'','9584','',GL5T,0
'42475d','2016-12-31 17:16:28',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Tag Aviation Asia,'',,,VP-CYA,'','9628','',GLEX,0
'42475e','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Tag Aviation Asia,'',,,VP-CJK,'','9611','',GL6T,0
'42476f','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Zad Aviation,'',,,VP-CMS,'','5581','',CL64,0
'424770','2016-12-26 00:04:10',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Wings Of Grace Ltd,'',,,VP-CFO,'','9635','',GLEX,0
'424773','2017-01-04 17:06:55',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Tag Aviation Asia,'',,,VP-CEW,'','9652','',GLEX,0
'424774','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Luxaviation Germany,'',,,VP-CES,'','9311','',GL5T,0
'424776','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','',Gama Aviation,GAMA,'',GMA,Gama Aviation,'',,,VP-CCN,'','9362','',GLEX,0
'424783','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Aerojet Ltd,'',,,VP-CLP,'','9267','',GLEX,0
'42478b','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Empire Aviation Group,'',,,VP-CTP,'','9335','',GLEX,0
'4247ad','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Eden Jets Ltd,'',,,VP-CBD,'','9545','',GL6T,0
'4247b6','2021-12-29 13:00:37',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','','','','','','','',,,VP-CFK,'','70009','',GL7T,0
'4247bb','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Eden Jets,'',,,VP-CBO,'','9548','',GL6T,0
'424846','2021-12-29 13:22:51',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','','','','','','','',,,VP-CSY,'','70041','',GL7T,0
'424937','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','',Gama Aviation,GAMA,'',GMA,Gama Aviation,'',,,VQ-BKI,'','9342','',GLEX,0
'424965','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Mash Aviation,'',,,VQ-BGS,'','9254','',GLEX,0
'424984','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Pro Jet Gmbh,'',,,VQ-BNP,'','9339','',GLEX,0
'4249c1','2017-04-21 13:37:38',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','',RUSLINE AIR,'',RLU,Rusline,'',,,VQ-BOV,'','8092','',CRJ2,0
'424b37','2020-06-05 14:41:46',0,0,,'',United Kingdom,'',,,GLEX,'',Bombardier,Bombardier,BD-700-1A10 Global Express,0,'','','','','','','','',,'2019-01-11',M-LOLA,'','','',BD-700-1A10 Global Express,0
'424b6b','2021-06-08 19:22:30',0,0,,'',United Kingdom,GE Passport 20 Series,,,L2J,'',BOMBARDIER,Bombardier Inc (canada),BD-700-2A12 Global 7500,0,'','','','','','',Acass Canada Ltd.,'',,,M-LWCW,'','70043','',GL7T,0
'424bd8','2022-03-05 17:34:02',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','','','','','','','',,,M-RAFI,'','','',GL7T,0
'43c09b','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express Sentinel R.1,0,'','',Royal Air Force,VORTEX,'',SHF,Royal Air Force,'',,,ZJ690,'','9107','',GLEX,0
'43c09c','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express Sentinel R.1,0,'','',Royal Air Force,VORTEX,'',SHF,Royal Air Force,'',,,ZJ691,'','9123','',GLEX,0
'43c09d','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express Sentinel R.1,0,'','',Royal Air Force,VORTEX,'',SHF,Royal Air Force,'',,,ZJ692,'','9131','',GLEX,0
'43c09f','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express Sentinel R.1,0,'','',Royal Air Force,VORTEX,'',SHF,Royal Air Force,'',,,ZJ694,'','9135','',GLEX,0
'43e72a','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Skyline Aviation Ltd,'',,,M-SKSM,'','9227','',GL5T,0
'43e73d','2017-03-07 17:39:43',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Ambrian Aviation Ltd,'',,,M-RLIV,'','5731','',CL60,0
'43e764','2017-09-15 00:10:03',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 850,0,'','','','','','',Nexus Flight Operations,'',,,M-FZMH,'','8068','',CL85,0
'43e78b','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Jounaou & Parskevaides,'',,,M-JANP,'','9293','',GL5T,0
'43e78f','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Tetran Assets Ltd,'',,,M-BLUE,'','9453','',GL5T,0
'43e7b1','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Abc Bedarfsflug Gmbh,'',,,M-SIMI,'','5608','',CL64,0
'43e7b7','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','',Executive Aircraft Services,'','',XAH,Executive Aircraft Services,'',,,M-HSNT,'','20233','',CL30,0
'43e7bb','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Ambrion Aviation Ltd,'',,,M-TOPI,'','5780','',CL65,0
'43e7be','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Gama Aviation Fzc,'',,,M-NHOI,'','5744','',CL65,0
'43e7ca','2017-09-15 00:10:03',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 850,0,'','','','','','',Tathra International Holdings,'',,,M-ANTA,'','8094','',CL85,0
'43e7cd','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Yya Aviation Ltd,'',,,M-ASRI,'','9165','',GLEX,0
'43e7d8','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Y H Aviation,'',,,M-EANS,'','20017','',CL30,0
'43e7e3','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Jetsteff Aviation Ltd,'',,,M-JSTA,'','5639','',CL64,0
'43e7ee','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Proair Charter Transport,'',,,M-CLAB,'','20271','',CL30,0
'43e7f5','2017-03-02 15:23:00',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Genetechma Finance Ltd,'',,,M-YBST,'','5620','',CL60,0
'43e818','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Global Jet Iom Ltd,'',,,M-VQBI,'','9213','',GLEX,0
'43e821','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Dallah Al Baraka,'',,,M-JSMN,'','9216','',GL5T,0
'43e822','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Capital Aviation Pte Ltd,'',,,M-YSAI,'','9166','',GL5T,0
'43e83d','2017-05-03 15:50:28',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','','','','',Ata Concept Gmbh,'',,,M-TAKE,'','8079','',CRJ2,0
'43e840','2017-06-30 09:27:38',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Rumit Aviation Limited,'',,,M-MARI,'','5826','',CL60,0
'43e84e','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Nadremal Air Holding Ltd,'',,,M-MTOO,'','20050','',CL30,0
'43e856','2017-10-20 15:36:43',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Casam International Ltd,'',,,M-OZZA,'','20014','',CL30,0
'43e858','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Air Fleet Operations Ltd,'',,,M-JNJL,'','9046','',GLEX,0
'43e85c','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Emperor Aviation,'',,,M-GRAN,'','9324','',GL5T,0
'43e883','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',International Jet Management Gmbh,'',,,M-GSKY,'','9420','',GLEX,0
'43e88a','2017-02-18 02:54:14',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Colovic Investment Holdings Ltd,'',,,M-GLOB,'','9413','',GLEX,0
'43e88b','2023-04-12 18:02:28',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','',Aero Business Charter,GLOBAL JET,'',GBJ,Global Jet,'',,,M-UNIS,'','9371','',GLEX,0
'43e892','2016-04-04 23:11:00',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Fielding Overseas Ltd,'',,,M-MDDE,'','5598','',CL60,0
'43e895','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Cpi Aviation Llc,'',,,M-GLEX,'','9139','',GLEX,0
'43e899','2017-04-27 17:07:52',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Maleth-aero Aoc Ltd,'',,,M-DANK,'','9633','',GL5T,0
'43e89c','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','',ARKIA,'',AIZ,Arkia Israel Airlines,'',,,M-RIDE,'','9190','',GL5T,0
'43e8a0','2017-10-18 15:30:22',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Jet Aviation Business Jets Fzco,'',,,M-HOME,'','9577','',GLEX,0
'43e8a5','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Tag Aviation Asia,'',,,M-RSKL,'','9380','',GLEX,0
'43e8a8','2016-08-25 15:18:57',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Avcon Jet Ag,'',,,M-ARRJ,'','9399','',GLEX,0
'43e8a9','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Nomad Aviation,NOMAD AIR,'',NMD,Nomad Aviation Ag,'',,,M-CCCP,'','9418','',GL5T,0
'43e8b3','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Marcus Evans (aviation) Ltd,'',,,M-EVAN,'','20096','',CL30,0
'43e8da','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Orascom Aviation,'',,,M-ASHI,'','5765','',CL65,0
'43e8e6','2023-06-01 13:39:38',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,CL-600 Challenger 650,0,'','','','','','',Arrow Management Property Corp,'',,,M-TRBS,'','5386','',CL60,0
'43e8f1','2017-06-18 07:27:47',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Aircraft Management Services Ltd,'',,,M-IGWT,'','9595','',GLEX,0
'43e917','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','','','','','',Avwest P/l,'',,,M-ATAR,'','9060','',GLEX,0
'43e924','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Vip Jet,'',,,M-NALE,'','9450','',GL6T,0
'43e939','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Avwest P/l,'',,,M-BTAR,'','9250','',GLEX,0
'43e944','2017-09-15 00:10:03',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 850,0,'','','','','','',Tag Aviation Asia,'',,,M-HLAN,'','8104','',CL85,0
'43e945','2017-07-23 00:19:56',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Executive Aircraft Services,'','',XAH,Executive Aircraft Services,'',,,M-SEAS,'','9461','',GL5T,0
'43e947','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Imperial Jet,'',,,M-LWSA,'','9092','',GLEX,0
'43e948','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Execujet Europe Ag,'',,,M-JGVJ,'','9623','',GL5T,0
'43e94f','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Comlux Malta Ltd,'',,,M-LOOK,'','5319','',CL64,0
'43e950','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Alm Jet Ltd,'',,,M-LAAA,'','9443','',GL6T,0
'43e95b','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',New Journey Trading Ltd,'',,,M-AYRU,'','5892','',CL65,0
'43e96b','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',The World Is Yours Ltd,'',,,M-BIGG,'','9597','',GL5T,0
'43e971','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Tag Aviation Sa,'',,,M-AQUA,'','9157','',GL5T,0
'43e98b','2017-09-15 00:10:07',0,0,,'',United Kingdom,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',S & K Aviation Inc,'',,,M-SAID,'','9486','',GL5T,0
'43e992','2017-02-19 11:26:30',0,0,,'',United Kingdom,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Multibird Overseas Limited,'',,,M-WFAM,'','5914','',CL60,0
'43e99a','2017-06-04 13:31:32',0,0,,'',United Kingdom,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Prime Aviation Jsc,'',,,M-DADA,'','9482','',GLEX,0
